lane_name,origin_city,destination_city,baseline_distance_miles,departure_date,departure_hour,day_of_week,actual_miles_driven,fuel_consumed_gallons,fuel_cost_total,mpg_achieved,cost_per_mile,drive_time_hours,avg_speed_mph,weather_conditions,delay_hours,load_weight_lbs,price_per_gallon
Seattle-Portland,Seattle,Portland,173.0,2025-10-25,21,Saturday ,174.22,31.42,138.92,5.54,0.7974,2.65,65.65,Clear,2.35,30252,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-09-06,1,Saturday ,182.58,32.68,121.65,5.59,0.6663,2.81,65.0,Cloudy,1.29,44483,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-08-16,14,Saturday ,170.53,30.49,114.25,5.59,0.67,2.84,59.98,Rain,1.47,34706,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-06-26,6,Thursday ,249.34,37.5,131.23,6.65,0.5263,4.24,58.82,Clear,1.15,43536,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-26,22,Sunday   ,539.92,77.47,277.72,6.97,0.5144,8.95,60.35,Cloudy,0.65,27156,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-12,6,Tuesday  ,40.41,6.47,24.31,6.25,0.6016,0.65,62.05,Partly Cloudy,0.8,30281,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-06,23,Wednesday,351.14,57.98,219.85,6.06,0.6261,5.8,60.5,Cloudy,1.93,33321,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-10-12,21,Sunday   ,183.85,28.78,105.61,6.39,0.5744,2.84,64.63,Partly Cloudy,2.31,34465,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-10-25,4,Saturday ,336.22,58.27,207.69,5.77,0.6177,5.09,66.1,Cloudy,0.89,25115,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-08-19,10,Tuesday  ,171.35,35.32,130.76,4.85,0.7631,2.73,62.78,Fog,1.99,44686,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-07-08,10,Tuesday  ,251.01,41.79,156.0,6.01,0.6215,4.18,60.12,Clear,1.49,29156,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-20,16,Saturday ,87.07,18.58,69.65,4.69,0.7999,1.39,62.81,Fog,0.66,43448,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-07-07,10,Monday   ,372.53,56.45,251.88,6.6,0.6761,6.35,58.67,Partly Cloudy,0.72,44257,4.462
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-07-31,0,Thursday ,168.65,29.12,110.49,5.79,0.6551,2.52,66.98,Clear,1.3,40969,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-09-08,7,Monday   ,357.93,72.6,273.85,4.93,0.7651,5.48,65.36,Snow,0.24,43985,3.772
